,GO_ID,GO_term,GO_term_count
4579,GO:0090501,RNA phosphodiester bond hydrolysis,1
9624,GO:0060287,epithelial cilium movement involved in determination of left/right asymmetry,1
9561,GO:0021553,olfactory nerve development,1
4667,GO:0034464,BBSome,1
10036,GO:0002925,positive regulation of humoral immune response mediated by circulating immunoglobulin,1
10045,GO:0043395,heparan sulfate proteoglycan binding,1
4678,GO:0035845,photoreceptor cell outer segment organization,1
9528,GO:0032981,mitochondrial respiratory chain complex I assembly,1
9527,GO:0008137,NADH dehydrogenase (ubiquinone) activity,1
9581,GO:0071316,cellular response to nicotine,1
4578,GO:0071806,protein transmembrane transport,1
4077,GO:1990911,response to psychosocial stress,1
4640,GO:0030534,adult behavior,1
10042,GO:0032677,regulation of interleukin-8 production,1
9533,GO:2001020,regulation of response to DNA damage stimulus,1
4588,GO:0001103,RNA polymerase II repressing transcription factor binding,1
10038,GO:0007159,leukocyte cell-cell adhesion,1
10039,GO:0030507,spectrin binding,1
9532,GO:1990513,CLOCK-BMAL transcription complex,1
10040,GO:0031668,cellular response to extracellular stimulus,1
10041,GO:0032059,bleb,1
9568,GO:0048011,neurotrophin TRK receptor signaling pathway,1
9569,GO:0048406,nerve growth factor binding,1
9565,GO:0043068,positive regulation of programmed cell death,1
9996,GO:0031622,positive regulation of fever generation,1
9570,GO:0048485,sympathetic nervous system development,1
9571,GO:0050965,detection of temperature stimulus involved in sensory perception of pain,1
9572,GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,1
9531,GO:0051775,response to redox state,1
4078,GO:2000481,positive regulation of cAMP-dependent protein kinase activity,1
10000,GO:0034356,NAD biosynthesis via nicotinamide riboside salvage pathway,1
9999,GO:0033280,response to vitamin D,1
9573,GO:0051599,response to hydrostatic pressure,1
4612,GO:0003085,negative regulation of systemic arterial blood pressure,1
9526,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",1
4069,GO:1904504,positive regulation of lipophagy,1
10046,GO:0044770,cell cycle phase transition,1
10014,GO:0070542,response to fatty acid,1
9591,GO:0070306,lens fiber cell differentiation,1
9592,GO:0090102,cochlea development,1
9983,GO:0004666,prostaglandin-endoperoxide synthase activity,1
9982,GO:0001516,prostaglandin biosynthetic process,1
9981,GO:0044327,dendritic spine head,1
9980,GO:0044326,dendritic spine neck,1
9593,GO:2000251,positive regulation of actin cytoskeleton reorganization,1
9552,GO:0005166,neurotrophin p75 receptor binding,1
4054,GO:0071875,adrenergic receptor signaling pathway,1
10015,GO:0071284,cellular response to lead ion,1
4563,GO:0004540,ribonuclease activity,1
4053,GO:0061885,positive regulation of mini excitatory postsynaptic potential,1
9596,GO:0000940,condensed chromosome outer kinetochore,1
9597,GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,1
9979,GO:0032515,negative regulation of phosphoprotein phosphatase activity,1
9519,GO:0010032,meiotic chromosome condensation,1
10032,GO:0001779,natural killer cell differentiation,1
10037,GO:0006933,negative regulation of cell adhesion involved in substrate-bound cell migration,1
9600,GO:0006110,regulation of glycolytic process,1
9978,GO:0031752,D5 dopamine receptor binding,1
10011,GO:0042759,long-chain fatty acid biosynthetic process,1
9555,GO:0010465,nerve growth factor receptor activity,1
10050,GO:0045588,positive regulation of gamma-delta T cell differentiation,1
10010,GO:0042633,hair cycle,1
4068,GO:1901098,positive regulation of autophagosome maturation,1
9525,GO:0005747,mitochondrial respiratory chain complex I,1
9524,GO:0051309,female meiosis chromosome separation,1
9536,GO:0043256,laminin complex,1
10035,GO:0002244,hematopoietic progenitor cell differentiation,1
9584,GO:0010863,positive regulation of phospholipase C activity,1
9523,GO:0051306,mitotic sister chromatid separation,1
9585,GO:0019056,modulation by virus of host transcription,1
9586,GO:0038179,neurotrophin signaling pathway,1
9989,GO:0010042,response to manganese ion,1
9988,GO:0009750,response to fructose,1
9587,GO:0048691,positive regulation of axon extension involved in regeneration,1
9588,GO:0048712,negative regulation of astrocyte differentiation,1
9556,GO:0010623,programmed cell death involved in cell development,1
9589,GO:0050927,positive regulation of positive chemotaxis,1
9590,GO:0051388,positive regulation of neurotrophin TRK receptor signaling pathway,1
10047,GO:0044855,plasma membrane raft distribution,1
10048,GO:0045059,positive thymic T cell selection,1
10049,GO:0045060,negative thymic T cell selection,1
9562,GO:0038180,nerve growth factor signaling pathway,1
9919,GO:2001034,positive regulation of double-strand break repair via nonhomologous end joining,1
1029,GO:0008238,exopeptidase activity,1
9716,GO:1904183,negative regulation of pyruvate dehydrogenase activity,1
9816,GO:0051096,positive regulation of helicase activity,1
9817,GO:0051974,negative regulation of telomerase activity,1
9818,GO:0060383,positive regulation of DNA strand elongation,1
9819,GO:0061820,telomeric D-loop disassembly,1
9820,GO:0061821,telomeric D-loop binding,1
9821,GO:0061849,telomeric G-quadruplex DNA binding,1
9715,GO:0031670,cellular response to nutrient,1
9714,GO:0010906,regulation of glucose metabolic process,1
9822,GO:0070187,shelterin complex,1
9823,GO:0098505,G-rich strand telomeric DNA binding,1
9824,GO:1905773,8-hydroxy-2'-deoxyguanosine DNA binding,1
9825,GO:1905774,regulation of DNA helicase activity,1
9826,GO:1905776,positive regulation of DNA helicase activity,1
9827,GO:1990955,G-rich single-stranded DNA binding,1
9815,GO:0043047,single-stranded telomeric DNA binding,1
9717,GO:0009649,entrainment of circadian clock,1
9718,GO:0042634,regulation of hair cycle,1
9719,GO:0043153,entrainment of circadian clock by photoperiod,1
1180,GO:1903597,negative regulation of gap junction assembly,1
9810,GO:0032211,negative regulation of telomere maintenance via telomerase,1
1179,GO:1902033,regulation of hematopoietic stem cell proliferation,1
1178,GO:1900086,positive regulation of peptidyl-tyrosine autophosphorylation,1
9807,GO:0032202,telomere assembly,1
9806,GO:0017151,DEAD/H-box RNA helicase binding,1
1177,GO:0097746,blood vessel diameter maintenance,1
9720,GO:0046329,negative regulation of JNK cascade,1
9721,GO:0097167,circadian regulation of translation,1
1176,GO:0071838,cell proliferation in bone marrow,1
9722,GO:1900744,regulation of p38MAPK cascade,1
9723,GO:2000323,negative regulation of glucocorticoid receptor signaling pathway,1
9803,GO:0010521,telomerase inhibitor activity,1
9828,GO:2001032,regulation of double-strand break repair via nonhomologous end joining,1
1196,GO:0001882,nucleoside binding,1
9724,GO:0005053,peroxisome matrix targeting signal-2 binding,1
9846,GO:0060561,apoptotic process involved in morphogenesis,1
9704,GO:0002644,negative regulation of tolerance induction,1
9703,GO:0050768,negative regulation of neurogenesis,1
9842,GO:0000159,protein phosphatase type 2A complex,1
9843,GO:0008287,protein serine/threonine phosphatase complex,1
9702,GO:0035735,intraciliary transport involved in cilium assembly,1
9701,GO:0034453,microtubule anchoring,1
9700,GO:0022027,interkinetic nuclear migration,1
9713,GO:0010565,regulation of cellular ketone metabolic process,1
9699,GO:0009988,cell-cell recognition,1
9847,GO:2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,1
9848,GO:0004862,cAMP-dependent protein kinase inhibitor activity,1
9698,GO:0044291,cell-cell contact zone,1
9697,GO:0050957,equilibrioception,1
4426,GO:0060599,lateral sprouting involved in mammary gland duct morphogenesis,1
9841,GO:0045814,"negative regulation of gene expression, epigenetic",1
9705,GO:0070234,positive regulation of T cell apoptotic process,1
9840,GO:0035970,peptidyl-threonine dephosphorylation,1
9839,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",1
9838,GO:0006342,chromatin silencing,1
9706,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",1
9707,GO:0004117,calmodulin-dependent cyclic-nucleotide phosphodiesterase activity,1
9708,GO:0048101,"calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodiesterase activity",1
9709,GO:0004740,pyruvate dehydrogenase (acetyl-transferring) kinase activity,1
4295,GO:0001091,RNA polymerase II general transcription initiation factor binding,1
9710,GO:0005967,mitochondrial pyruvate dehydrogenase complex,1
9711,GO:0006885,regulation of pH,1
9712,GO:0010510,regulation of acetyl-CoA biosynthetic process from pyruvate,1
9835,GO:1903077,negative regulation of protein localization to plasma membrane,1
9834,GO:0051497,negative regulation of stress fiber assembly,1
4296,GO:0001225,RNA polymerase II transcription coactivator binding,1
4297,GO:0003073,regulation of systemic arterial blood pressure,1
9802,GO:0007004,telomere maintenance via telomerase,1
4425,GO:0060571,morphogenesis of an epithelial fold,1
4427,GO:0060736,prostate gland growth,1
9776,GO:1902081,negative regulation of calcium ion import into sarcoplasmic reticulum,1
9750,GO:0004857,enzyme inhibitor activity,1
9772,GO:1901877,negative regulation of calcium ion binding,1
9773,GO:1901894,regulation of ATPase-coupled calcium transmembrane transporter activity,1
9774,GO:1901895,negative regulation of ATPase-coupled calcium transmembrane transporter activity,1
9775,GO:1901897,regulation of relaxation of cardiac muscle,1
4405,GO:0045720,negative regulation of integrin biosynthetic process,1
9777,GO:0021637,trigeminal nerve structural organization,1
9740,GO:0030377,urokinase plasminogen activator receptor activity,1
9747,GO:0007340,acrosome reaction,1
9746,GO:2001268,negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,1
9745,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,1
9744,GO:0090200,positive regulation of release of cytochrome c from mitochondria,1
9743,GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,1
9742,GO:0038195,urokinase plasminogen activator signaling pathway,1
9751,GO:0010043,response to zinc ion,1
4384,GO:0019102,male somatic sex determination,1
9752,GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,1
4396,GO:0033327,Leydig cell differentiation,1
4395,GO:0033148,positive regulation of intracellular estrogen receptor signaling pathway,1
9769,GO:0090534,calcium ion-transporting ATPase complex,1
9768,GO:0090281,negative regulation of calcium ion import,1
9767,GO:0086092,regulation of the force of heart contraction by cardiac conduction,1
9756,GO:0032780,negative regulation of ATPase activity,1
9766,GO:0086036,regulation of cardiac muscle cell membrane potential,1
9765,GO:0086023,adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process,1
9764,GO:0060314,regulation of ryanodine-sensitive calcium-release channel activity,1
9757,GO:0033017,sarcoplasmic reticulum membrane,1
4390,GO:0030521,androgen receptor signaling pathway,1
9758,GO:0033574,response to testosterone,1
9761,GO:0048738,cardiac muscle tissue development,1
9759,GO:0042030,ATPase inhibitor activity,1
9741,GO:0034112,positive regulation of homotypic cell-cell adhesion,1
9739,GO:0030162,regulation of proteolysis,1
1175,GO:0070573,metallodipeptidase activity,1
9796,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,1
9790,GO:0005811,lipid droplet,1
9791,GO:0034638,phosphatidylcholine catabolic process,1
9792,GO:0102545,phosphatidyl phospholipase B activity,1
9793,GO:0005658,alpha DNA polymerase:primase complex,1
9794,GO:0032201,telomere maintenance via semi-conservative replication,1
9795,GO:0000030,mannosyltransferase activity,1
9797,GO:0006493,protein O-linked glycosylation,1
9738,GO:0048625,myoblast fate commitment,1
4409,GO:0048645,animal organ formation,1
9798,GO:0035269,protein O-linked mannosylation,1
9728,GO:0005778,peroxisomal membrane,1
4410,GO:0048808,male genitalia morphogenesis,1
4424,GO:0060520,activation of prostate induction by androgen receptor signaling pathway,1
9799,GO:1904100,positive regulation of protein O-linked glycosylation,1
9789,GO:0004622,lysophospholipase activity,1
9788,GO:1990138,neuron projection extension,1
9787,GO:1902287,semaphorin-plexin signaling pathway involved in axon guidance,1
4408,GO:0048638,regulation of developmental growth,1
9786,GO:0071526,semaphorin-plexin signaling pathway,1
9785,GO:0051495,positive regulation of cytoskeleton organization,1
9784,GO:0050772,positive regulation of axonogenesis,1
4407,GO:0045945,positive regulation of transcription by RNA polymerase III,1
4406,GO:0045726,positive regulation of integrin biosynthetic process,1
9733,GO:0007031,peroxisome organization,1
9783,GO:0048843,negative regulation of axon extension involved in axon guidance,1
4349,GO:0005497,androgen binding,1
9734,GO:0008611,ether lipid biosynthetic process,1
9735,GO:0016558,protein import into peroxisome matrix,1
9736,GO:0014707,branchiomeric skeletal muscle development,1
9737,GO:0021983,pituitary gland development,1
9778,GO:0021785,branchiomotor neuron axon guidance,1
9849,GO:0005771,multivesicular body,1
9694,GO:0010923,negative regulation of phosphatase activity,1
9954,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,1
9920,GO:2001229,negative regulation of response to gamma radiation,1
9917,GO:1905221,positive regulation of platelet formation,1
9918,GO:2000773,negative regulation of cellular senescence,1
9760,GO:0043086,negative regulation of catalytic activity,1
9645,GO:0034695,response to prostaglandin E,1
9644,GO:0032308,positive regulation of prostaglandin secretion,1
9643,GO:0032094,response to food,1
9921,GO:0000243,commitment complex,1
9932,GO:0043484,regulation of RNA splicing,1
9922,GO:0000395,mRNA 5'-splice site recognition,1
9923,GO:0005685,U1 snRNP,1
9642,GO:0031855,oxytocin receptor binding,1
9926,GO:0004309,exopolyphosphatase activity,1
9927,GO:0006798,polyphosphate catabolic process,1
9928,GO:0032012,regulation of ARF protein signal transduction,1
9646,GO:0035811,negative regulation of urine volume,1
9647,GO:0042538,hyperosmotic salinity response,1
1094,GO:0031711,bradykinin receptor binding,1
2091,GO:0030863,cortical cytoskeleton,1
2090,GO:0030374,nuclear receptor coactivator activity,1
9650,GO:0043434,response to peptide hormone,1
9914,GO:0097681,double-strand break repair via alternative nonhomologous end joining,1
9913,GO:0072431,signal transduction involved in mitotic G1 DNA damage checkpoint,1
4149,GO:0030315,T-tubule,1
9910,GO:0050678,regulation of epithelial cell proliferation,1
